number,raw_unit,ingredient,notes,pint_raw,pint_volume,pint_mass,price
3.833333333333333,cup,cashew,,3.833333333333333 cup,906.9215732499997 milliliter,588.4166666666666 gram,
0.47916666666666663,cup,tomato paste,,0.47916666666666663 cup,113.36519665624996 milliliter,126.5 gram,
76.66666666666666,ml,maple syrup,,76.66666666666666 milliliter,76.66666666666666 milliliter,105.03333333333333 gram,
0.9583333333333333,cup,apple cider vinegar,,0.9583333333333333 cup,226.73039331249993 milliliter,276.6110798412499 gram,
0.47916666666666663,cup,tamari,,0.47916666666666663 cup,113.36519665624996 milliliter,122.43441238874996 gram,
0.9583333333333333,cup,tahini,,0.9583333333333333 cup,226.73039331249993 milliliter,214.66666666666666 gram,
3.833333333333333,cup,water,,3.833333333333333 cup,906.9215732499997 milliliter,906.9215732499997 gram,
38.33333333333333,ml,garlic powder,,38.33333333333333 milliliter,38.33333333333333 milliliter,20.739267257130376 gram,
19.166666666666664,ml,onion powder,,19.166666666666664 milliliter,19.166666666666664 milliliter,12.31393993392116 gram,
19.166666666666664,ml,paprika,,19.166666666666664 milliliter,19.166666666666664 milliliter,9.07342942499454 gram,
19.166666666666664,ml,salt,,19.166666666666664 milliliter,19.166666666666664 milliliter,,
19.166666666666664,ml,mustard powder,,19.166666666666664 milliliter,19.166666666666664 milliliter,,
